generation,fitness,accuracy,mse,hidden_cells,edges
387.0,0.494,1.0,6.7436180266030465e-18,3.0,14.0
388.0,0.494,1.0,6.362855999652302e-18,3.0,14.0
389.0,0.494,1.0,2.5467208131259237e-17,3.0,14.0
390.0,0.494,1.0,2.7391865144664188e-17,3.0,14.0
391.0,0.494,1.0,5.252269276216486e-18,3.0,14.0
392.0,0.494,1.0,7.811413487167947e-18,3.0,14.0
393.0,0.494,1.0,1.553979752130848e-18,3.0,14.0
394.0,0.494,1.0,1.5563584047184647e-18,3.0,14.0
395.0,0.494,1.0,1.2351226910417945e-18,3.0,14.0
396.0,0.494,1.0,1.687841492944277e-17,3.0,14.0
397.0,0.494,1.0,2.669902545740955e-17,3.0,14.0
398.0,0.494,1.0,9.369294984518385e-18,3.0,14.0
399.0,0.494,1.0,8.068206656916044e-18,3.0,14.0
400.0,0.494,1.0,8.06820665549762e-18,3.0,14.0
401.0,0.494,1.0,2.5983024145476346e-17,3.0,14.0
402.0,0.49429193700937607,1.0,8.06299062392609e-06,3.0,13.0
403.0,0.49429748415596103,1.0,2.5158440389860094e-06,3.0,13.0
404.0,0.49429748415596103,1.0,2.5158440389860094e-06,3.0,13.0
405.0,0.49429748415596103,1.0,2.5158440389860094e-06,3.0,13.0
406.0,0.49429748415596103,1.0,2.5158440389860094e-06,3.0,13.0
407.0,0.49429790178270283,1.0,2.0982172971710507e-06,3.0,13.0
408.0,0.49429790178270283,1.0,2.0982172971710507e-06,3.0,13.0
409.0,0.4942979745169667,1.0,2.0254830332910965e-06,3.0,13.0
410.0,0.4942979745169667,1.0,2.0254830332910965e-06,3.0,13.0
411.0,0.4942979745169667,1.0,2.0254830332910965e-06,3.0,13.0
412.0,0.4942979860285792,1.0,2.01397142078683e-06,3.0,13.0
413.0,0.4942979860285792,1.0,2.01397142078683e-06,3.0,13.0
414.0,0.49429845756289975,1.0,1.5424371002549581e-06,3.0,13.0
415.0,0.49429845756289975,1.0,1.5424371002549581e-06,3.0,13.0
416.0,0.4942998062472223,1.0,1.9375277769382116e-07,3.0,13.0
417.0,0.4942999443942428,1.0,5.5605757223219916e-08,3.0,13.0
418.0,0.4942999443942428,1.0,5.5605757223219916e-08,3.0,13.0
419.0,0.4942999443942428,1.0,5.5605757223219916e-08,3.0,13.0
420.0,0.4942999449943102,1.0,5.5005689825788315e-08,3.0,13.0
421.0,0.4942999449943102,1.0,5.5005689825788315e-08,3.0,13.0
422.0,0.4942999449943102,1.0,5.5005689825788315e-08,3.0,13.0
423.0,0.49429999890092846,1.0,1.0990715623405e-09,3.0,13.0
424.0,0.49429999890092846,1.0,1.0990715623405e-09,3.0,13.0
425.0,0.49429999890092846,1.0,1.0990715623405e-09,3.0,13.0
426.0,0.49429999890092846,1.0,1.0990715623405e-09,3.0,13.0
427.0,0.4942999998641478,1.0,1.358522193883912e-10,3.0,13.0
428.0,0.4942999998641478,1.0,1.358522193883912e-10,3.0,13.0
429.0,0.4942999998641478,1.0,1.358522193883912e-10,3.0,13.0
430.0,0.4942999999462523,1.0,5.3747751010891935e-11,3.0,13.0
431.0,0.4942999999462523,1.0,5.3747751010891935e-11,3.0,13.0
432.0,0.49429999998757845,1.0,1.2421587330429134e-11,3.0,13.0
433.0,0.49429999998757845,1.0,1.2421587330429134e-11,3.0,13.0
434.0,0.4942999999967061,1.0,3.2939484162905447e-12,3.0,13.0
435.0,0.49429999999892454,1.0,1.0754969781313192e-12,3.0,13.0
436.0,0.49429999999892454,1.0,1.0754969781313192e-12,3.0,13.0
437.0,0.4942999999993362,1.0,6.638037022382536e-13,3.0,13.0
438.0,0.4942999999993362,1.0,6.638037022382536e-13,3.0,13.0
439.0,0.4942999999993362,1.0,6.638037022382536e-13,3.0,13.0
440.0,0.4942999999993362,1.0,6.638037022382536e-13,3.0,13.0
441.0,0.4942999999996093,1.0,3.9076532722342144e-13,3.0,13.0
442.0,0.4942999999996093,1.0,3.9076532722342144e-13,3.0,13.0
443.0,0.4942999999996093,1.0,3.9076532722342144e-13,3.0,13.0
444.0,0.49429999999961866,1.0,3.813767508628914e-13,3.0,13.0
445.0,0.49429999999961866,1.0,3.813767508628914e-13,3.0,13.0
446.0,0.49429999999961866,1.0,3.813767508628914e-13,3.0,13.0
447.0,0.49429999999961866,1.0,3.813767508628914e-13,3.0,13.0
448.0,0.49429999999961866,1.0,3.813767508628914e-13,3.0,13.0
449.0,0.4942999999997309,1.0,2.691224208681701e-13,3.0,13.0
450.0,0.49429999999986185,1.0,1.3817799778804743e-13,3.0,13.0
451.0,0.49429999999986185,1.0,1.3817799778804743e-13,3.0,13.0
452.0,0.4942999999998963,1.0,1.0369018857684867e-13,3.0,13.0
453.0,0.4942999999998963,1.0,1.0369018857684867e-13,3.0,13.0
454.0,0.4942999999998963,1.0,1.0369018857684867e-13,3.0,13.0
455.0,0.4942999999998963,1.0,1.0369018857684867e-13,3.0,13.0
456.0,0.494299999999922,1.0,7.796684319930052e-14,3.0,13.0
457.0,0.4942999999999233,1.0,7.669807097405603e-14,3.0,13.0
458.0,0.4942999999999233,1.0,7.669807097405603e-14,3.0,13.0
459.0,0.4942999999999233,1.0,7.669807097405603e-14,3.0,13.0
460.0,0.4942999999999233,1.0,7.669807097405603e-14,3.0,13.0
461.0,0.4942999999999233,1.0,7.669807097405603e-14,3.0,13.0
462.0,0.49429999999994084,1.0,5.917380081884436e-14,3.0,13.0
463.0,0.49429999999994084,1.0,5.917380081884436e-14,3.0,13.0
464.0,0.49429999999994084,1.0,5.917380081884436e-14,3.0,13.0
465.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
466.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
467.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
468.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
469.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
470.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
471.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
472.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
473.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
474.0,0.4942999999999853,1.0,1.4702323508918064e-14,3.0,13.0
475.0,0.4942999999999858,1.0,1.4192179635991223e-14,3.0,13.0
476.0,0.4942999999999961,1.0,3.955009646294379e-15,3.0,13.0
477.0,0.4942999999999961,1.0,3.955009646294379e-15,3.0,13.0
478.0,0.4942999999999991,1.0,9.41483402161309e-16,3.0,13.0
479.0,0.4942999999999991,1.0,9.41483402161309e-16,3.0,13.0
480.0,0.4942999999999991,1.0,9.41483402161309e-16,3.0,13.0
481.0,0.4942999999999991,1.0,9.41483402161309e-16,3.0,13.0
482.0,0.4942999999999991,1.0,9.41483402161309e-16,3.0,13.0
483.0,0.4942999999999991,1.0,9.41483402161309e-16,3.0,13.0
484.0,0.49429999999999946,1.0,5.388370389575093e-16,3.0,13.0
485.0,0.4942999999999998,1.0,2.3951514214242955e-16,3.0,13.0
486.0,0.4942999999999998,1.0,2.3951514214242955e-16,3.0,13.0
487.0,0.4942999999999998,1.0,2.3951514214242955e-16,3.0,13.0
488.0,0.4942999999999998,1.0,2.3951514214242955e-16,3.0,13.0
489.0,0.49429999999999996,1.0,3.7608901824193755e-17,3.0,13.0
490.0,0.49429999999999996,1.0,3.7608901824193755e-17,3.0,13.0
491.0,0.49429999999999996,1.0,3.7608901824193755e-17,3.0,13.0
492.0,0.49429999999999996,1.0,3.7608901824193755e-17,3.0,13.0
493.0,0.4943,1.0,1.0955064117203667e-17,3.0,13.0
494.0,0.4943,1.0,1.0813807218904527e-17,3.0,13.0
495.0,0.4943,1.0,2.1347054591793594e-17,3.0,13.0
496.0,0.4943,1.0,1.095454807328404e-17,3.0,13.0
497.0,0.4943,1.0,2.539246953658611e-18,3.0,13.0
498.0,0.4943,1.0,7.944606313915887e-18,3.0,13.0
499.0,0.4943,1.0,1.8695812541851064e-17,3.0,13.0
500.0,0.4943,1.0,1.4264453806515233e-17,3.0,13.0
501.0,0.4943,1.0,2.1347054591793594e-17,3.0,13.0
502.0,0.4943,1.0,1.4182264623804365e-17,3.0,13.0
503.0,0.4943,1.0,1.433554592222335e-17,3.0,13.0
504.0,0.4943,1.0,7.943502770865238e-18,3.0,13.0
505.0,0.4943,1.0,3.5918987719626e-18,3.0,13.0
506.0,0.4943,1.0,1.579496805911371e-17,3.0,13.0
507.0,0.4943,1.0,9.440404178779965e-18,3.0,13.0
508.0,0.4943,1.0,2.458602279560929e-17,3.0,13.0
509.0,0.4943,1.0,1.0870534258931708e-17,3.0,13.0
510.0,0.4943,1.0,2.4342843382736584e-17,3.0,13.0
511.0,0.4943,1.0,2.6847455856303656e-17,3.0,13.0
512.0,0.4943,1.0,2.2371075165206036e-18,3.0,13.0
513.0,0.4943,1.0,3.385647568626713e-19,3.0,13.0
514.0,0.4943,1.0,7.009027783918092e-18,3.0,13.0
515.0,0.4943,1.0,3.6181369282716725e-18,3.0,13.0
516.0,0.4943,1.0,4.244542018237876e-20,3.0,13.0
517.0,0.4943,1.0,4.241132328754868e-20,3.0,13.0
518.0,0.4943,1.0,1.9919774416862657e-17,3.0,13.0
519.0,0.4943,1.0,3.2116035533030707e-18,3.0,13.0
520.0,0.4943,1.0,8.86457765033612e-19,3.0,13.0
521.0,0.4943,1.0,1.0596819900016982e-18,3.0,13.0
522.0,0.4943,1.0,5.297657304946301e-19,3.0,13.0
523.0,0.4943,1.0,1.037477040257678e-18,3.0,13.0
524.0,0.4943,1.0,4.357507553453386e-19,3.0,13.0
525.0,0.4943,1.0,7.332417372601453e-18,3.0,13.0
526.0,0.4943,1.0,7.350496327175537e-18,3.0,13.0
527.0,0.4943,1.0,5.323738234872587e-19,3.0,13.0
528.0,0.4943,1.0,2.038298166273945e-18,3.0,13.0
529.0,0.4943,1.0,8.427864407612294e-19,3.0,13.0
530.0,0.4943,1.0,7.416682393090342e-18,3.0,13.0
531.0,0.4943,1.0,5.953126836659096e-19,3.0,13.0
532.0,0.4943,1.0,8.27699196716022e-18,3.0,13.0
533.0,0.4943,1.0,9.089026617012974e-18,3.0,13.0
534.0,0.4943,1.0,2.6456312778586476e-17,3.0,13.0
535.0,0.4943,1.0,1.2373593399798749e-18,3.0,13.0
536.0,0.4943,1.0,7.269884362826303e-19,3.0,13.0
537.0,0.4943,1.0,1.093510925801266e-18,3.0,13.0
538.0,0.4943,1.0,7.496038811605735e-20,3.0,13.0
539.0,0.4943,1.0,1.7701740875331481e-19,3.0,13.0
540.0,0.4943,1.0,4.980271561168164e-19,3.0,13.0
541.0,0.4943,1.0,2.1328330225622356e-17,3.0,13.0
542.0,0.4943,1.0,5.683840394018148e-18,3.0,13.0
543.0,0.4943,1.0,7.516515658342342e-18,3.0,13.0
544.0,0.4943,1.0,6.81851314205867e-18,3.0,13.0
545.0,0.4943,1.0,1.2870091041230817e-20,3.0,13.0
546.0,0.4943,1.0,2.5936561740011908e-17,3.0,13.0
547.0,0.4943,1.0,2.376298840795094e-18,3.0,13.0
548.0,0.4943,1.0,4.8746483854829225e-18,3.0,13.0
549.0,0.4943,1.0,3.4510104770502905e-18,3.0,13.0
550.0,0.4943,1.0,5.154657950184346e-18,3.0,13.0
551.0,0.4943,1.0,5.406502326318655e-18,3.0,13.0
552.0,0.4943,1.0,2.356411475663503e-17,3.0,13.0
553.0,0.4943,1.0,1.170544020480125e-19,3.0,13.0
554.0,0.4943,1.0,8.59552734850365e-18,3.0,13.0
555.0,0.4943,1.0,7.113613651109547e-18,3.0,13.0
556.0,0.4943,1.0,7.940309134447852e-18,3.0,13.0
557.0,0.4943,1.0,1.858756055786965e-17,3.0,13.0
558.0,0.4943,1.0,2.4994589204225265e-18,3.0,13.0
559.0,0.4943,1.0,4.349344926010371e-18,3.0,13.0
560.0,0.4943,1.0,9.094724802299986e-18,3.0,13.0
561.0,0.4943,1.0,6.00554085155981e-18,3.0,13.0
562.0,0.4943,1.0,5.444785898863765e-18,3.0,13.0
563.0,0.4943,1.0,1.951651153429687e-17,3.0,13.0
564.0,0.4943,1.0,1.7604100491501716e-17,3.0,13.0
565.0,0.4943,1.0,1.9526705763775722e-17,3.0,13.0
566.0,0.4943,1.0,2.1801819813400694e-17,3.0,13.0
567.0,0.4943,1.0,9.995674033357643e-19,3.0,13.0
568.0,0.4943,1.0,2.141503167244437e-17,3.0,13.0
569.0,0.4943,1.0,4.93220973519321e-18,3.0,13.0
570.0,0.4943,1.0,1.9515612039800758e-17,3.0,13.0
571.0,0.4943,1.0,9.030233945408716e-19,3.0,13.0
572.0,0.4943,1.0,7.04558831808682e-18,3.0,13.0
573.0,0.4943,1.0,1.5895515191339353e-17,3.0,13.0
574.0,0.4943,1.0,1.143773788467605e-18,3.0,13.0
575.0,0.4943,1.0,1.5593077589879494e-18,3.0,13.0
576.0,0.4943,1.0,1.7343536162089829e-18,3.0,13.0
577.0,0.4943,1.0,1.7006393473751142e-17,3.0,13.0
578.0,0.4943,1.0,1.3759148509639091e-17,3.0,13.0
579.0,0.4943,1.0,2.191368180929161e-17,3.0,13.0
580.0,0.4943,1.0,2.1343693552160458e-19,3.0,13.0
581.0,0.4943,1.0,6.3920056858570675e-18,3.0,13.0
582.0,0.4943,1.0,1.4499569712563333e-17,3.0,13.0
583.0,0.4943,1.0,4.182053482620204e-19,3.0,13.0
584.0,0.4943,1.0,4.183062525793496e-18,3.0,13.0
585.0,0.4943,1.0,3.900917590192886e-18,3.0,13.0
586.0,0.4943,1.0,9.230787877939763e-21,3.0,13.0
587.0,0.4943,1.0,1.0966504724538412e-17,3.0,13.0
588.0,0.4943,1.0,5.152545866252857e-19,3.0,13.0
589.0,0.4943,1.0,1.9811270082028963e-20,3.0,13.0
590.0,0.4943,1.0,5.765742131777492e-18,3.0,13.0
591.0,0.4943,1.0,1.4712510708048824e-18,3.0,13.0
592.0,0.4943,1.0,2.5310924600869887e-18,3.0,13.0
593.0,0.4943,1.0,3.36932142645287e-19,3.0,13.0
594.0,0.4943,1.0,1.0989548006799263e-17,3.0,13.0
595.0,0.4943,1.0,5.712147305855367e-19,3.0,13.0
596.0,0.4943,1.0,5.612908457264787e-18,3.0,13.0
597.0,0.4943,1.0,6.323611771636397e-19,3.0,13.0
598.0,0.4943,1.0,3.325910182643869e-18,3.0,13.0
599.0,0.4943,1.0,2.4069702555797405e-17,3.0,13.0
