generation,fitness,accuracy,mse,hidden_cells,edges
256.0,0.4939999992838435,1.0,7.161564591708987e-10,3.0,14.0
257.0,0.4939999992838435,1.0,7.161564591708987e-10,3.0,14.0
258.0,0.4939999992838435,1.0,7.161564591708987e-10,3.0,14.0
259.0,0.4939999996628846,1.0,3.371153718187311e-10,3.0,14.0
260.0,0.4939999996628846,1.0,3.371153718187311e-10,3.0,14.0
261.0,0.4939999996628846,1.0,3.371153718187311e-10,3.0,14.0
262.0,0.49399999966535946,1.0,3.34640555800207e-10,3.0,14.0
263.0,0.4939999996941976,1.0,3.058023724008627e-10,3.0,14.0
264.0,0.4939999998294585,1.0,1.7054144602250439e-10,3.0,14.0
265.0,0.4939999998294585,1.0,1.7054144602250439e-10,3.0,14.0
266.0,0.4939999998294585,1.0,1.7054144602250439e-10,3.0,14.0
267.0,0.493999999886058,1.0,1.1394195916237222e-10,3.0,14.0
268.0,0.493999999886058,1.0,1.1394195916237222e-10,3.0,14.0
269.0,0.493999999886058,1.0,1.1394195916237222e-10,3.0,14.0
270.0,0.4939999999541251,1.0,4.587491496098792e-11,3.0,14.0
271.0,0.4939999999541251,1.0,4.587491496098792e-11,3.0,14.0
272.0,0.4939999999541251,1.0,4.587491496098792e-11,3.0,14.0
273.0,0.493999999974253,1.0,2.5747029555787e-11,3.0,14.0
274.0,0.493999999974253,1.0,2.5747029555787e-11,3.0,14.0
275.0,0.493999999974253,1.0,2.5747029555787e-11,3.0,14.0
276.0,0.493999999974253,1.0,2.5747028625258172e-11,3.0,14.0
277.0,0.493999999974253,1.0,2.5747028625258172e-11,3.0,14.0
278.0,0.493999999974253,1.0,2.5747028625258172e-11,3.0,14.0
279.0,0.493999999974253,1.0,2.5747028625258172e-11,3.0,14.0
280.0,0.4939999999875856,1.0,1.2414424196130563e-11,3.0,14.0
281.0,0.4939999999875856,1.0,1.2414424196130563e-11,3.0,14.0
282.0,0.4939999999875856,1.0,1.2414424196130563e-11,3.0,14.0
283.0,0.4939999999875856,1.0,1.2414424196130563e-11,3.0,14.0
284.0,0.49399999998759797,1.0,1.2402025685765959e-11,3.0,14.0
285.0,0.49399999998759797,1.0,1.2402025685765959e-11,3.0,14.0
286.0,0.49399999998759797,1.0,1.2402025685765959e-11,3.0,14.0
287.0,0.49399999998759797,1.0,1.2402025685765959e-11,3.0,14.0
288.0,0.493999999995902,1.0,4.097993853718118e-12,3.0,14.0
289.0,0.493999999995902,1.0,4.097993853718118e-12,3.0,14.0
290.0,0.493999999995902,1.0,4.097993853718118e-12,3.0,14.0
291.0,0.49399999999673855,1.0,3.2614609213158525e-12,3.0,14.0
292.0,0.49399999999673855,1.0,3.2614609213158525e-12,3.0,14.0
293.0,0.49399999999673855,1.0,3.2614609213158525e-12,3.0,14.0
294.0,0.49399999999673855,1.0,3.2614609213158525e-12,3.0,14.0
295.0,0.49399999999673855,1.0,3.2614609213158525e-12,3.0,14.0
296.0,0.49399999999673855,1.0,3.2614609213158525e-12,3.0,14.0
297.0,0.49399999999673855,1.0,3.2614609213158525e-12,3.0,14.0
298.0,0.49399999999673855,1.0,3.2614609213158525e-12,3.0,14.0
299.0,0.4939999999981344,1.0,1.865614047029537e-12,3.0,14.0
300.0,0.4939999999981344,1.0,1.865614047029537e-12,3.0,14.0
301.0,0.4939999999981344,1.0,1.865614047029537e-12,3.0,14.0
302.0,0.4939999999981344,1.0,1.865614047029537e-12,3.0,14.0
303.0,0.4939999999981498,1.0,1.8501973142885693e-12,3.0,14.0
304.0,0.4939999999987341,1.0,1.2658507392947005e-12,3.0,14.0
305.0,0.4939999999987341,1.0,1.2658507392947005e-12,3.0,14.0
306.0,0.4939999999987378,1.0,1.2622367214855564e-12,3.0,14.0
307.0,0.49399999999875666,1.0,1.2433619188604096e-12,3.0,14.0
308.0,0.493999999998953,1.0,1.0470167439968309e-12,3.0,14.0
309.0,0.4939999999993819,1.0,6.180908887280068e-13,3.0,14.0
310.0,0.4939999999993819,1.0,6.180908887280068e-13,3.0,14.0
311.0,0.49399999999962363,1.0,3.763914629307234e-13,3.0,14.0
312.0,0.4939999999997312,1.0,2.6876469996913057e-13,3.0,14.0
313.0,0.4939999999998294,1.0,1.7056047760708195e-13,3.0,14.0
314.0,0.4939999999998294,1.0,1.7056047760708195e-13,3.0,14.0
315.0,0.49399999999988514,1.0,1.1487523664925397e-13,3.0,14.0
316.0,0.49399999999988514,1.0,1.1487523664925397e-13,3.0,14.0
317.0,0.49399999999988514,1.0,1.1487523664925397e-13,3.0,14.0
318.0,0.49399999999988514,1.0,1.1487523664925397e-13,3.0,14.0
319.0,0.49399999999988514,1.0,1.1487523664925397e-13,3.0,14.0
320.0,0.49399999999988514,1.0,1.1487523664925397e-13,3.0,14.0
321.0,0.4939999999999556,1.0,4.4389739541174986e-14,3.0,14.0
322.0,0.4939999999999556,1.0,4.4389739541174986e-14,3.0,14.0
323.0,0.4939999999999556,1.0,4.4389739541174986e-14,3.0,14.0
324.0,0.4939999999999556,1.0,4.4389739541174986e-14,3.0,14.0
325.0,0.4939999999999556,1.0,4.4389739541174986e-14,3.0,14.0
326.0,0.4939999999999556,1.0,4.4389739541174986e-14,3.0,14.0
327.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
328.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
329.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
330.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
331.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
332.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
333.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
334.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
335.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
336.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
337.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
338.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
339.0,0.4939999999999874,1.0,1.2578974257211853e-14,3.0,14.0
340.0,0.4939999999999958,1.0,4.228023474954345e-15,3.0,14.0
341.0,0.4939999999999958,1.0,4.228023474954345e-15,3.0,14.0
342.0,0.4939999999999964,1.0,3.627433359231567e-15,3.0,14.0
343.0,0.4939999999999966,1.0,3.3798048831922835e-15,3.0,14.0
344.0,0.4939999999999966,1.0,3.3798048831922835e-15,3.0,14.0
345.0,0.4939999999999966,1.0,3.3798048831922835e-15,3.0,14.0
346.0,0.4939999999999966,1.0,3.3798048831922835e-15,3.0,14.0
347.0,0.49399999999999755,1.0,2.4677372765096232e-15,3.0,14.0
348.0,0.49399999999999755,1.0,2.4677372765096232e-15,3.0,14.0
349.0,0.49399999999999844,1.0,1.54563664002354e-15,3.0,14.0
350.0,0.49399999999999844,1.0,1.5456366396453642e-15,3.0,14.0
351.0,0.49399999999999844,1.0,1.5456366396453642e-15,3.0,14.0
352.0,0.49399999999999844,1.0,1.5456366396453642e-15,3.0,14.0
353.0,0.4939999999999995,1.0,5.254536224954276e-16,3.0,14.0
354.0,0.4939999999999995,1.0,5.254536224954276e-16,3.0,14.0
355.0,0.4939999999999995,1.0,5.254536224954276e-16,3.0,14.0
356.0,0.4939999999999995,1.0,5.254536224954276e-16,3.0,14.0
357.0,0.49399999999999955,1.0,4.404670398909336e-16,3.0,14.0
358.0,0.49399999999999955,1.0,4.404670398909336e-16,3.0,14.0
359.0,0.49399999999999955,1.0,4.404670398909336e-16,3.0,14.0
360.0,0.49399999999999955,1.0,4.404670398909336e-16,3.0,14.0
361.0,0.49399999999999966,1.0,3.2800598540800607e-16,3.0,14.0
362.0,0.49399999999999966,1.0,3.2800598540800607e-16,3.0,14.0
363.0,0.4939999999999998,1.0,1.943329957246359e-16,3.0,14.0
364.0,0.49399999999999983,1.0,1.9415053040927153e-16,3.0,14.0
365.0,0.49399999999999983,1.0,1.9415053040927153e-16,3.0,14.0
366.0,0.49399999999999983,1.0,1.4538299135363928e-16,3.0,14.0
367.0,0.49399999999999983,1.0,1.543208656229698e-16,3.0,14.0
368.0,0.49399999999999983,1.0,1.9415053040927153e-16,3.0,14.0
369.0,0.49399999999999983,1.0,1.4838487492071444e-16,3.0,14.0
370.0,0.49399999999999994,1.0,5.119884376801493e-17,3.0,14.0
371.0,0.49399999999999994,1.0,5.119884376801493e-17,3.0,14.0
372.0,0.49399999999999994,1.0,5.119884376801493e-17,3.0,14.0
373.0,0.49399999999999994,1.0,5.119884376801493e-17,3.0,14.0
374.0,0.49399999999999994,1.0,5.119884376801493e-17,3.0,14.0
375.0,0.49399999999999994,1.0,5.119884376801493e-17,3.0,14.0
376.0,0.49399999999999994,1.0,5.119884376801493e-17,3.0,14.0
377.0,0.49399999999999994,1.0,5.898736282052607e-17,3.0,14.0
378.0,0.494,1.0,8.983130031788346e-18,3.0,14.0
379.0,0.494,1.0,8.983130031788346e-18,3.0,14.0
380.0,0.494,1.0,8.983130031788346e-18,3.0,14.0
381.0,0.494,1.0,8.983130031788346e-18,3.0,14.0
382.0,0.494,1.0,8.983130031788346e-18,3.0,14.0
383.0,0.494,1.0,6.7436180266030465e-18,3.0,14.0
384.0,0.494,1.0,1.992855230495485e-17,3.0,14.0
385.0,0.494,1.0,1.2031037528370721e-17,3.0,14.0
386.0,0.494,1.0,2.6699025487101127e-17,3.0,14.0
